asset_id,asset_type,purchase_date,warranty_expiry,cost,department,status,vendor,owner,criticality,replacement_priority,business_impact_score,asset_age,incident_count,downtime_hours,age_score,incident_score,downtime_score,priority_score,impact_score,risk_score,risk_category,target_high_risk,predicted_risk_probability
115,Desktop,2020-04-06,2023-04-06,975,Risk,In Maintenance,"Robinson, Cline and Perry",Janet Bishop,High,5,9,5.868493150684931,2.0,9.0,0.73305954825462,0.25,0.225,1.0,0.9,0.551611909650924,Medium Risk,1,0.93
116,Storage,2023-10-20,2026-10-19,11316,Risk,Active,Wiggins LLC,Erin Galloway,Medium,4,1,2.328767123287671,1.0,2.0,0.29089664613278576,0.125,0.05,0.8,0.1,0.24067932922655716,Low Risk,0,0.0
117,Network Device,2025-05-23,2028-05-22,5058,HR,Retired,Peters-Curry,Maria Smith,High,3,2,0.736986301369863,2.0,4.0,0.0920602327173169,0.25,0.1,0.6,0.2,0.2334120465434634,Low Risk,0,0.0
118,Server,2019-01-18,2022-01-17,8950,Compliance,Retired,"Wilson, Jones and Copeland",Amy Tran,Low,1,10,7.0849315068493155,2.0,6.0,0.8850102669404518,0.25,0.15,0.2,1.0,0.4620020533880904,Medium Risk,0,0.23
119,Server,2024-06-26,2027-06-26,7185,Finance,In Maintenance,Harrell-Wilson,Megan Holloway,Low,3,3,1.643835616438356,0.0,0.0,0.2053388090349076,0.0,0.0,0.6,0.3,0.17606776180698153,Low Risk,0,0.0
120,Network Device,2024-06-18,2027-06-18,7696,Operations,Retired,Mahoney-Gutierrez,Donna Leon,High,2,2,1.6657534246575343,1.0,3.0,0.2080766598220397,0.125,0.075,0.4,0.2,0.18411533196440796,Low Risk,0,0.0
121,Network Device,2022-03-09,2025-03-08,2302,HR,Active,Schmidt Group,Craig Barber,High,2,1,3.9452054794520546,3.0,17.0,0.4928131416837782,0.375,0.425,0.4,0.1,0.3710626283367557,Low Risk,0,0.06
122,Server,2023-10-26,2026-10-25,10080,Risk,In Maintenance,Perkins-Villa,Karl Mitchell,Low,4,5,2.3123287671232875,4.0,20.0,0.28884325804243666,0.5,0.5,0.8,0.5,0.5027686516084873,Medium Risk,1,0.81
123,Laptop,2024-03-24,2027-03-24,2324,IT,In Maintenance,"Reyes, White and Mcmahon",Shelly Stafford,Medium,1,6,1.9013698630136986,3.0,12.0,0.23750855578370977,0.375,0.3,0.2,0.6,0.34000171115674194,Low Risk,0,0.0
124,Server,2018-05-29,2021-05-28,7039,HR,In Maintenance,"Owens, Romero and Washington",Jordan Miller,Medium,4,7,7.726027397260274,0.0,0.0,0.9650924024640657,0.0,0.0,0.8,0.7,0.4180184804928131,Medium Risk,0,0.01
125,Server,2024-02-03,2027-02-02,8060,Operations,Retired,"Hayes, Colon and Griffin",Andrea Yu,Medium,3,9,2.0383561643835617,0.0,0.0,0.2546201232032854,0.0,0.0,0.6,0.9,0.27592402464065713,Low Risk,0,0.0
126,Server,2024-11-17,2027-11-17,6353,Compliance,In Maintenance,"Hebert, Yu and Caldwell",Lisa Marks,High,4,10,1.2493150684931507,0.0,0.0,0.15605749486652976,0.0,0.0,0.8,1.0,0.3012114989733059,Low Risk,0,0.0
127,Desktop,2025-05-31,2028-05-30,1917,HR,In Maintenance,"Garcia, Howard and Mendoza",Allison Smith,High,1,6,0.7150684931506849,1.0,5.0,0.0893223819301848,0.125,0.125,0.2,0.6,0.20036447638603697,Low Risk,0,0.0
128,Server,2018-08-31,2021-08-30,10021,Operations,Retired,Mathis Inc,Melody Harris,Low,4,3,7.468493150684932,2.0,10.0,0.9329226557152636,0.25,0.25,0.8,0.3,0.4765845311430527,Medium Risk,0,0.11
129,Network Device,2018-04-11,2021-04-10,4879,Operations,Active,Larson-Williams,Lisa Wilson,Low,3,10,7.857534246575343,2.0,9.0,0.9815195071868583,0.25,0.225,0.6,1.0,0.5563039014373716,Medium Risk,1,0.84
130,Network Device,2020-05-11,2023-05-11,4249,Compliance,Active,"Brown, Savage and Hart",Daniel Sexton,High,4,6,5.772602739726027,5.0,25.0,0.7210814510609171,0.625,0.625,0.8,0.6,0.6667162902121834,Medium Risk,1,1.0
131,Storage,2018-06-19,2021-06-18,5621,Finance,Active,Oneill-Jenkins,Kara Boyd,Low,4,1,7.668493150684932,1.0,3.0,0.957905544147844,0.125,0.075,0.8,0.1,0.3790811088295688,Low Risk,0,0.03
132,Desktop,2021-05-07,2024-05-06,937,IT,Retired,Holt-Jenkins,Philip Jones,Medium,3,7,4.7835616438356166,3.0,12.0,0.5975359342915811,0.375,0.3,0.6,0.7,0.48700718685831623,Medium Risk,0,0.32
133,Storage,2018-05-01,2021-04-30,3530,Risk,Active,Santana LLC,Nathan Mason,Low,4,6,7.802739726027397,4.0,19.0,0.974674880219028,0.5,0.475,0.8,0.6,0.6499349760438056,Medium Risk,1,0.98
134,Server,2025-09-29,2028-09-28,12273,Finance,Retired,Mitchell-Bass,Julie Griffith,High,5,6,0.3835616438356164,2.0,10.0,0.04791238877481177,0.25,0.25,1.0,0.6,0.37458247775496234,Low Risk,0,0.04
135,Network Device,2025-10-09,2028-10-08,4575,Compliance,In Maintenance,Schroeder Inc,Sean Russell,High,1,1,0.3561643835616438,3.0,5.0,0.044490075290896644,0.375,0.125,0.2,0.1,0.19139801505817933,Low Risk,0,0.0
136,Desktop,2020-10-12,2023-10-12,1822,Risk,In Maintenance,Young and Sons,Timothy Morgan,Low,1,5,5.35068493150685,2.0,8.0,0.6683778234086243,0.25,0.2,0.2,0.5,0.3536755646817249,Low Risk,0,0.0
137,Server,2024-11-11,2027-11-11,12311,IT,Retired,Wilson-Hodge,Justin Mack,Medium,4,4,1.2657534246575342,1.0,7.0,0.15811088295687883,0.125,0.175,0.8,0.4,0.28412217659137573,Low Risk,0,0.0
138,Laptop,2024-03-28,2027-03-28,1277,Finance,In Maintenance,Martin and Sons,Hannah James,High,4,2,1.8904109589041096,4.0,18.0,0.23613963039014374,0.5,0.45,0.8,0.2,0.43722792607802874,Medium Risk,0,0.17
139,Server,2019-07-25,2022-07-24,10692,Compliance,Active,Caldwell Group,Carl Jones,Low,5,5,6.5698630136986305,1.0,3.0,0.8206707734428473,0.125,0.075,1.0,0.5,0.44163415468856954,Medium Risk,0,0.02
140,Server,2020-02-09,2023-02-08,7580,Compliance,Retired,"Thompson, Wilson and Lewis",Lisa Richard,Low,2,6,6.024657534246575,3.0,15.0,0.7525667351129364,0.375,0.375,0.4,0.6,0.48801334702258725,Medium Risk,0,0.19
141,Storage,2024-12-31,2027-12-31,6673,Finance,Active,"Miller, Williams and Lowe",John Gilbert,High,2,8,1.1287671232876713,1.0,6.0,0.14099931553730322,0.125,0.15,0.4,0.8,0.27569986310746064,Low Risk,0,0.0
142,Laptop,2021-08-30,2024-08-29,1739,Risk,Retired,"Buchanan, Williams and Reyes",Stacey Faulkner,Medium,4,9,4.468493150684932,1.0,2.0,0.5581793292265571,0.125,0.05,0.8,0.9,0.4141358658453115,Medium Risk,0,0.02
143,Desktop,2020-08-21,2023-08-21,976,Finance,In Maintenance,Ford-Rodriguez,Mr. Jim Weaver,Medium,4,9,5.493150684931507,3.0,15.0,0.686173853524983,0.375,0.375,0.8,0.9,0.5797347707049966,Medium Risk,1,0.98
144,Network Device,2025-02-01,2028-02-01,5354,Risk,Active,West-Zhang,Jordan Hall,High,3,2,1.0410958904109588,0.0,0.0,0.1300479123887748,0.0,0.0,0.6,0.2,0.14600958247775497,Low Risk,0,0.0
145,Network Device,2020-05-20,2023-05-20,5816,Compliance,Retired,Scott-Reeves,Dominique Washington,Medium,2,9,5.747945205479452,1.0,2.0,0.7180013689253935,0.125,0.05,0.4,0.9,0.3861002737850787,Low Risk,0,0.01
146,Storage,2025-04-14,2028-04-13,5981,IT,In Maintenance,"Davis, Wilkinson and Johnson",Robert Johnson,Low,1,2,0.8438356164383561,1.0,1.0,0.10540725530458589,0.125,0.025,0.2,0.2,0.12358145106091718,Low Risk,0,0.0
147,Storage,2019-12-20,2022-12-19,5507,HR,Active,Riley-Berg,Mark Johnson,High,3,4,6.164383561643835,0.0,0.0,0.7700205338809034,0.0,0.0,0.6,0.4,0.3040041067761807,Low Risk,0,0.0
148,Server,2023-12-30,2026-12-29,13501,HR,Active,"Davis, George and White",Adam Pittman,Medium,2,9,2.1342465753424658,1.0,2.0,0.2665982203969884,0.125,0.05,0.4,0.9,0.2958196440793977,Low Risk,0,0.0
149,Server,2024-09-15,2027-09-15,7050,Compliance,In Maintenance,Davis Ltd,Travis Graham,Low,5,2,1.4219178082191781,2.0,4.0,0.17761806981519507,0.25,0.1,1.0,0.2,0.31052361396303907,Low Risk,0,0.0
150,Storage,2024-02-29,2027-02-28,5762,Risk,Retired,Wheeler and Sons,Briana Newman,High,2,10,1.9671232876712328,0.0,0.0,0.2457221081451061,0.0,0.0,0.4,1.0,0.2591444216290212,Low Risk,0,0.0
151,Storage,2024-06-21,2027-06-21,8531,Risk,Active,Wilson PLC,Melissa Blair,High,1,1,1.6575342465753424,3.0,20.0,0.20704996577686516,0.375,0.5,0.2,0.1,0.29890999315537303,Low Risk,0,0.02
152,Storage,2019-12-08,2022-12-07,7336,Compliance,Active,"Hart, Wright and Henson",John Case,Low,4,10,6.197260273972603,4.0,22.0,0.7741273100616016,0.5,0.55,0.8,1.0,0.6848254620123203,Medium Risk,1,1.0
153,Laptop,2019-06-12,2022-06-11,2019,Compliance,Retired,Thomas-Blake,Nicole Holland,Medium,3,8,6.6876712328767125,4.0,14.0,0.8353867214236824,0.5,0.35,0.6,0.8,0.5970773442847365,Medium Risk,1,0.94
154,Desktop,2021-07-10,2024-07-09,1631,HR,In Maintenance,"Walker, Hernandez and Wilson",Jose Hernandez,High,1,3,4.608219178082192,1.0,1.0,0.5756331279945243,0.125,0.025,0.2,0.3,0.23262662559890485,Low Risk,0,0.0
155,Network Device,2019-09-21,2022-09-20,5404,Operations,In Maintenance,"Martin, Herrera and Banks",Chase Glover,High,3,10,6.410958904109589,1.0,2.0,0.8008213552361396,0.125,0.05,0.6,1.0,0.44766427104722795,Medium Risk,0,0.12
156,Desktop,2020-10-06,2023-10-06,1440,Compliance,In Maintenance,Kirby-Pruitt,Louis Curry,Low,3,7,5.367123287671233,0.0,0.0,0.6704312114989733,0.0,0.0,0.6,0.7,0.32908624229979466,Low Risk,0,0.01
157,Desktop,2024-12-31,2027-12-31,1558,Risk,Retired,Gonzalez-Nelson,Jessica Snow,High,3,4,1.1287671232876713,0.0,0.0,0.14099931553730322,0.0,0.0,0.6,0.4,0.17819986310746064,Low Risk,0,0.0
158,Network Device,2019-07-11,2022-07-10,3003,HR,In Maintenance,Houston-Newton,Carolyn Brown,High,2,2,6.608219178082192,4.0,20.0,0.8254620123203286,0.5,0.5,0.4,0.2,0.5050924024640657,Medium Risk,1,0.82
159,Laptop,2024-07-27,2027-07-27,1594,Operations,Retired,Charles-Taylor,Shannon Larson,Medium,2,3,1.558904109589041,2.0,12.0,0.19472963723477069,0.25,0.3,0.4,0.3,0.2789459274469541,Low Risk,0,0.0
160,Server,2018-03-16,2021-03-15,14464,Compliance,In Maintenance,Dunn Inc,Denise Ortiz,High,2,8,7.928767123287671,1.0,7.0,0.9904175222450377,0.125,0.175,0.4,0.8,0.4505835044490075,Medium Risk,0,0.0
161,Storage,2023-11-14,2026-11-13,10648,Operations,In Maintenance,"Wright, Lynn and Cooper",Brittney Pena,Medium,1,2,2.26027397260274,1.0,7.0,0.28234086242299794,0.125,0.175,0.2,0.2,0.1889681724845996,Low Risk,0,0.0
162,Network Device,2023-08-10,2026-08-09,6140,Operations,Active,Welch PLC,Traci Johnson,High,5,6,2.5232876712328767,3.0,21.0,0.31519507186858314,0.375,0.525,1.0,0.6,0.5205390143737166,Medium Risk,1,0.8
163,Laptop,2023-05-26,2026-05-25,1103,HR,In Maintenance,Cobb-Carlson,Harry Gonzalez,Low,4,5,2.7315068493150685,4.0,20.0,0.3412046543463381,0.5,0.5,0.8,0.5,0.5132409308692676,Medium Risk,1,0.88
164,Storage,2022-01-25,2025-01-24,3133,Finance,In Maintenance,"Klein, Lindsey and Estrada",Shawn Foster,High,3,6,4.063013698630137,4.0,12.0,0.5075290896646132,0.5,0.3,0.6,0.6,0.4915058179329226,Medium Risk,1,0.67
165,Network Device,2024-12-10,2027-12-10,4997,Finance,In Maintenance,Mills PLC,Joel Cook,High,5,9,1.1863013698630136,3.0,14.0,0.14818617385352498,0.375,0.35,1.0,0.9,0.49713723477070504,Medium Risk,1,0.66
166,Desktop,2022-01-02,2025-01-01,1542,Risk,In Maintenance,"Nelson, Abbott and Bush",Steven Bartlett,High,4,9,4.126027397260274,2.0,14.0,0.5154004106776181,0.25,0.35,0.8,0.9,0.5030800821355237,Medium Risk,1,0.89
167,Network Device,2024-04-27,2027-04-27,6504,HR,Retired,Krause LLC,Mary Brady,Low,5,2,1.8082191780821917,2.0,6.0,0.22587268993839835,0.25,0.15,1.0,0.2,0.3301745379876797,Low Risk,0,0.0
168,Desktop,2021-04-06,2024-04-05,998,Operations,In Maintenance,Bryant-Gonzalez,Nicole Ellison,Medium,5,6,4.868493150684931,0.0,0.0,0.6081451060917179,0.0,0.0,1.0,0.6,0.3616290212183436,Low Risk,0,0.0
169,Desktop,2018-10-11,2021-10-10,1207,Risk,Retired,"Roberson, Whitehead and Johnson",Amanda Lee,Medium,5,1,7.3561643835616435,4.0,20.0,0.9188911704312114,0.5,0.5,1.0,0.1,0.5987782340862423,Medium Risk,1,0.87
170,Laptop,2020-03-30,2023-03-30,1079,IT,Retired,"Brown, Guerrero and Martinez",Regina Ford MD,Medium,4,9,5.887671232876713,2.0,2.0,0.7354551676933607,0.25,0.05,0.8,0.9,0.48709103353867217,Medium Risk,0,0.17
171,Network Device,2020-02-06,2023-02-05,3220,Risk,Retired,Peters Group,Laura Griffith,High,3,10,6.032876712328767,5.0,22.0,0.7535934291581109,0.625,0.55,0.6,1.0,0.6882186858316222,Medium Risk,1,1.0
172,Server,2022-11-22,2025-11-21,7662,Operations,Retired,Todd-Park,Oscar Robinson,Low,3,10,3.2383561643835614,2.0,11.0,0.4045174537987679,0.25,0.275,0.6,1.0,0.45090349075975356,Medium Risk,0,0.02
173,Server,2020-01-17,2023-01-16,13311,Risk,Retired,Curry PLC,April Thompson,Medium,5,5,6.087671232876712,0.0,0.0,0.7604380561259411,0.0,0.0,1.0,0.5,0.37708761122518825,Low Risk,0,0.01
174,Network Device,2023-10-20,2026-10-19,2136,HR,In Maintenance,Rowe-Kramer,Casey Hicks,Low,1,7,2.328767123287671,3.0,16.0,0.29089664613278576,0.375,0.4,0.2,0.7,0.3856793292265571,Low Risk,0,0.05
175,Storage,2024-05-12,2027-05-12,8040,Compliance,Retired,"Conrad, Fernandez and Williams",Christopher Miller,Low,1,10,1.7671232876712328,5.0,19.0,0.22073921971252566,0.625,0.475,0.2,1.0,0.5066478439425052,Medium Risk,1,0.78
176,Network Device,2025-08-19,2028-08-18,4175,Compliance,Retired,Sanchez-Schmitt,Cynthia Orr,Low,2,1,0.4958904109589041,1.0,5.0,0.06194387405886379,0.125,0.125,0.4,0.1,0.14988877481177276,Low Risk,0,0.0
177,Storage,2021-01-15,2024-01-15,10871,IT,Retired,"Hodge, Williams and Smith",Cassandra James,Low,5,7,5.090410958904109,0.0,0.0,0.6358658453114305,0.0,0.0,1.0,0.7,0.3821731690622861,Low Risk,0,0.0
178,Desktop,2024-04-05,2027-04-05,1296,Finance,Retired,Williams-Smith,Terry Miller,Low,1,4,1.8684931506849316,8.0,40.0,0.23340177960301164,1.0,1.0,0.2,0.4,0.6366803559206025,Medium Risk,1,0.87
179,Laptop,2022-11-01,2025-10-31,1903,HR,In Maintenance,Parks and Sons,Joy Bond,High,4,4,3.2958904109589042,1.0,1.0,0.41170431211498976,0.125,0.025,0.8,0.4,0.30484086242299796,Low Risk,0,0.0
180,Network Device,2018-08-19,2021-08-18,6110,Risk,In Maintenance,Burnett Inc,Katherine Harris,Low,1,3,7.501369863013698,2.0,7.0,0.9370294318959616,0.25,0.175,0.2,0.3,0.3724058863791923,Low Risk,0,0.02
181,Storage,2021-10-23,2024-10-22,6397,Risk,In Maintenance,"Baird, Garcia and Turner",Tanner Krause,Low,4,9,4.32054794520548,3.0,15.0,0.5396988364134154,0.375,0.375,0.8,0.9,0.5504397672826831,Medium Risk,1,0.95
182,Network Device,2023-08-06,2026-08-05,4570,IT,In Maintenance,"Mitchell, Harvey and Bennett",Michael Leblanc,Low,3,9,2.5342465753424657,4.0,17.0,0.3165639972621492,0.5,0.425,0.6,0.9,0.5233127994524298,Medium Risk,1,0.85
183,Server,2025-09-05,2028-09-04,9331,Risk,In Maintenance,Lucas LLC,Holly Rowland,High,2,5,0.44931506849315067,3.0,14.0,0.05612594113620807,0.375,0.35,0.4,0.5,0.3287251882272416,Low Risk,0,0.0
184,Storage,2019-10-24,2022-10-23,7890,IT,In Maintenance,Perez-Gilbert,Stephen Bryant,Medium,2,8,6.32054794520548,0.0,0.0,0.7895277207392197,0.0,0.0,0.4,0.8,0.33790554414784396,Low Risk,0,0.0
185,Server,2018-09-24,2021-09-23,12861,HR,Retired,"Gonzales, Stanley and Mays",Kimberly Perez,Low,3,5,7.402739726027397,0.0,0.0,0.9247091033538671,0.0,0.0,0.6,0.5,0.34994182067077345,Low Risk,0,0.0
186,Laptop,2023-06-08,2026-06-07,2174,Compliance,Retired,Owens Ltd,Nicole Anderson,Medium,4,6,2.695890410958904,3.0,12.0,0.33675564681724846,0.375,0.3,0.8,0.6,0.4498511293634496,Medium Risk,0,0.38
187,Desktop,2020-04-06,2023-04-06,1394,Finance,In Maintenance,Strickland-Sanchez,Amber Mendez,Low,1,6,5.868493150684931,1.0,1.0,0.73305954825462,0.125,0.025,0.2,0.6,0.30911190965092405,Low Risk,0,0.0
188,Network Device,2024-07-24,2027-07-24,7373,HR,Retired,Brown-Byrd,Dr. Laura Hawkins,Medium,2,4,1.5671232876712329,2.0,14.0,0.19575633127994524,0.25,0.35,0.4,0.4,0.30415126625598904,Low Risk,0,0.0
189,Storage,2024-05-01,2027-05-01,7442,Risk,Retired,Duran and Sons,Bruce Watson,Medium,2,2,1.7972602739726027,3.0,13.0,0.22450376454483228,0.375,0.325,0.4,0.2,0.3124007529089664,Low Risk,0,0.0
190,Storage,2018-08-09,2021-08-08,6920,IT,Active,Wilson Group,Gary Walter,Low,5,4,7.528767123287671,5.0,20.0,0.9404517453798767,0.625,0.5,1.0,0.4,0.6855903490759754,Medium Risk,1,0.98
191,Desktop,2024-06-15,2027-06-15,907,Finance,In Maintenance,"Young, Mason and Jordan",Timothy Hayes,Medium,4,2,1.673972602739726,2.0,9.0,0.2091033538672142,0.25,0.225,0.8,0.2,0.3118206707734429,Low Risk,0,0.0
192,Desktop,2025-03-03,2028-03-02,810,Risk,Active,Sanchez-Wood,Ryan Richardson,Medium,4,8,0.958904109589041,3.0,11.0,0.11978097193702943,0.375,0.275,0.8,0.8,0.43145619438740584,Medium Risk,0,0.14
193,Desktop,2020-04-11,2023-04-11,1388,HR,In Maintenance,"Hanson, Torres and Tran",Susan Martin,Low,1,2,5.854794520547945,2.0,13.0,0.7313483915126625,0.25,0.325,0.2,0.2,0.3462696783025325,Low Risk,0,0.15
194,Storage,2018-12-25,2021-12-24,6804,Risk,Retired,Bailey PLC,Aaron Best,Low,1,3,7.1506849315068495,0.0,0.0,0.893223819301848,0.0,0.0,0.2,0.3,0.2536447638603696,Low Risk,0,0.0
195,Network Device,2018-04-20,2021-04-19,3440,Finance,In Maintenance,Scott PLC,Frances Barnes,Medium,2,5,7.832876712328767,0.0,0.0,0.9784394250513347,0.0,0.0,0.4,0.5,0.33068788501026697,Low Risk,0,0.05
196,Laptop,2020-06-11,2023-06-11,1018,HR,Retired,Smith-Knapp,Christine Chavez,Low,1,6,5.6876712328767125,1.0,6.0,0.7104722792607803,0.125,0.15,0.2,0.6,0.3295944558521561,Low Risk,0,0.03
197,Server,2020-07-29,2023-07-29,12444,Compliance,Retired,"Garrett, Ward and Mitchell",Peter Williams,Low,4,3,5.556164383561644,1.0,8.0,0.6940451745379876,0.125,0.2,0.8,0.3,0.38130903490759754,Low Risk,0,0.03
198,Storage,2023-10-18,2026-10-17,10668,HR,Active,Carlson-Ali,Adam Smith,High,3,3,2.334246575342466,3.0,20.0,0.2915811088295688,0.375,0.5,0.6,0.3,0.40581622176591375,Medium Risk,0,0.1
199,Network Device,2019-12-16,2022-12-15,7310,HR,Retired,James-Wilkerson,Kenneth Harris,High,1,6,6.175342465753425,1.0,3.0,0.7713894592744696,0.125,0.075,0.2,0.6,0.3267778918548939,Low Risk,0,0.0
200,Server,2018-10-14,2021-10-13,14302,Compliance,Active,Payne-Klein,Joanna Greene,High,5,7,7.347945205479452,0.0,0.0,0.917864476386037,0.0,0.0,1.0,0.7,0.4385728952772074,Medium Risk,0,0.01
201,Network Device,2019-08-17,2022-08-16,6221,HR,Active,"Hernandez, Oconnor and Rodriguez",Christine Watson,Medium,1,3,6.506849315068493,1.0,4.0,0.8127994524298425,0.125,0.1,0.2,0.3,0.29505989048596853,Low Risk,0,0.0
202,Desktop,2020-09-21,2023-09-21,1777,HR,Active,"Krause, Chandler and Barr",David Ellis MD,High,3,7,5.4082191780821915,1.0,5.0,0.675564681724846,0.125,0.125,0.6,0.7,0.3926129363449692,Low Risk,0,0.02
203,Desktop,2018-04-02,2021-04-01,1714,HR,In Maintenance,"Powell, Jackson and Lambert",Edward Phelps,Medium,5,10,7.882191780821918,0.0,0.0,0.9845995893223819,0.0,0.0,1.0,1.0,0.4969199178644764,Medium Risk,1,0.74
204,Laptop,2024-04-11,2027-04-11,1535,Compliance,In Maintenance,"Newman, Gates and Lee",Paula Mcdaniel,Low,2,1,1.8520547945205479,1.0,7.0,0.23134839151266254,0.125,0.175,0.4,0.1,0.1937696783025325,Low Risk,0,0.0
205,Laptop,2021-10-09,2024-10-08,1953,HR,Active,"Stone, Butler and Smith",Rebecca Walker,Medium,5,5,4.358904109589041,2.0,7.0,0.5444900752908965,0.25,0.175,1.0,0.5,0.44389801505817933,Medium Risk,0,0.03
206,Laptop,2022-02-17,2025-02-16,2308,HR,In Maintenance,Gonzalez-Harper,Jennifer Deleon,Low,2,4,4.0,0.0,0.0,0.4996577686516085,0.0,0.0,0.4,0.4,0.2199315537303217,Low Risk,0,0.0
207,Desktop,2020-06-01,2023-06-01,1779,IT,In Maintenance,Chandler and Sons,Evan Bruce,Low,5,6,5.715068493150685,2.0,9.0,0.7138945927446955,0.25,0.225,1.0,0.6,0.5027789185489391,Medium Risk,1,0.77
208,Network Device,2021-03-13,2024-03-12,7750,Risk,In Maintenance,"Galvan, Collins and Thompson",Brandon Larson,Low,2,4,4.934246575342466,2.0,11.0,0.6163586584531143,0.25,0.275,0.4,0.4,0.3732717316906229,Low Risk,0,0.0
209,Storage,2023-10-12,2026-10-11,4341,Risk,In Maintenance,"Bradley, Hall and Huff",Scott Hernandez,Low,3,2,2.350684931506849,3.0,9.0,0.29363449691991783,0.375,0.225,0.6,0.2,0.33622689938398354,Low Risk,0,0.0
210,Storage,2021-05-17,2024-05-16,4838,Finance,Retired,Benton-Roth,Dana Wong,Low,2,10,4.756164383561644,1.0,2.0,0.5941136208076659,0.125,0.05,0.4,1.0,0.37632272416153323,Low Risk,0,0.02
211,Storage,2018-11-27,2021-11-26,5455,IT,In Maintenance,Francis-Ramirez,Jeffery Allen,Low,4,2,7.227397260273973,2.0,12.0,0.9028062970568104,0.25,0.3,0.8,0.2,0.46556125941136206,Medium Risk,0,0.06
212,Desktop,2018-06-25,2021-06-24,1994,Operations,Active,Johnson PLC,Jerry Valdez,Low,4,1,7.652054794520548,2.0,12.0,0.9558521560574949,0.25,0.3,0.8,0.1,0.461170431211499,Medium Risk,0,0.15
213,Network Device,2020-03-27,2023-03-27,3080,Risk,In Maintenance,Rivers PLC,Terry Olsen,Medium,5,1,5.895890410958904,3.0,12.0,0.7364818617385352,0.375,0.3,1.0,0.1,0.484796372347707,Medium Risk,0,0.19
214,Storage,2018-03-27,2021-03-26,10575,Compliance,In Maintenance,Keller Group,Susan Williams,Low,1,7,7.898630136986301,1.0,8.0,0.986652977412731,0.125,0.2,0.2,0.7,0.4098305954825462,Medium Risk,0,0.03
215,Server,2021-05-18,2024-05-17,5049,Compliance,Active,"Hall, Richmond and Stephens",Curtis Williams,Low,1,1,4.7534246575342465,2.0,15.0,0.5937713894592744,0.25,0.375,0.2,0.1,0.31375427789185495,Low Risk,0,0.0
216,Network Device,2023-10-04,2026-10-03,4822,Compliance,Active,Anderson LLC,Anne Sawyer MD,Low,1,2,2.372602739726027,1.0,8.0,0.29637234770704995,0.125,0.2,0.2,0.2,0.19677446954141,Low Risk,0,0.0
217,Network Device,2018-08-03,2021-08-02,2259,HR,In Maintenance,Friedman Ltd,Brittany Perry,High,2,7,7.545205479452055,0.0,0.0,0.9425051334702259,0.0,0.0,0.4,0.7,0.3535010266940452,Low Risk,0,0.01
218,Server,2020-08-06,2023-08-06,11266,Operations,In Maintenance,Young Inc,Kristin Sexton,Medium,1,9,5.534246575342466,1.0,3.0,0.6913073237508556,0.125,0.075,0.2,0.9,0.3557614647501711,Low Risk,0,0.0
219,Desktop,2024-11-26,2027-11-26,1512,Finance,Active,Douglas Group,Christine Schultz,Low,4,9,1.2246575342465753,1.0,6.0,0.15297741273100615,0.125,0.15,0.8,0.9,0.35309548254620127,Low Risk,0,0.01
220,Desktop,2019-06-25,2022-06-24,1256,Finance,Active,Fletcher Group,Chad Shaffer,Medium,4,9,6.652054794520548,5.0,26.0,0.8309377138945927,0.625,0.65,0.8,0.9,0.7386875427789186,High Risk,1,1.0
221,Network Device,2022-04-19,2025-04-18,6357,Operations,Active,Castro Inc,Katrina Neal,High,4,6,3.8328767123287673,3.0,21.0,0.4787816563997262,0.375,0.525,0.8,0.6,0.5232563312799452,Medium Risk,1,0.66
222,Desktop,2020-07-30,2023-07-30,1364,IT,Retired,"Malone, Rogers and Vasquez",Ronald Vazquez,High,1,7,5.553424657534246,0.0,0.0,0.6937029431895961,0.0,0.0,0.2,0.7,0.2737405886379192,Low Risk,0,0.0
223,Storage,2021-04-07,2024-04-06,3256,IT,Active,Parks Inc,Andrea Vega,High,1,10,4.865753424657535,1.0,8.0,0.6078028747433265,0.125,0.2,0.2,1.0,0.3790605749486653,Low Risk,0,0.08
224,Laptop,2024-03-11,2027-03-11,1914,Risk,Retired,"Cowan, Mills and Williams",Ian White,Low,1,4,1.936986301369863,2.0,6.0,0.24195756331279944,0.25,0.15,0.2,0.4,0.2433915126625599,Low Risk,0,0.0
225,Laptop,2022-10-10,2025-10-09,1823,Operations,Active,Wilson and Sons,Samuel Davis,Low,2,1,3.356164383561644,3.0,14.0,0.419233401779603,0.375,0.35,0.4,0.1,0.3413466803559206,Low Risk,0,0.01
226,Desktop,2023-03-01,2026-02-28,1831,HR,Active,Newton-Reed,Lauren Phillips,Low,5,6,2.967123287671233,1.0,2.0,0.37063655030800824,0.125,0.05,1.0,0.6,0.36162731006160165,Low Risk,0,0.01
227,Storage,2021-09-03,2024-09-02,8253,IT,In Maintenance,"Mendez, Barrett and Mason",Manuel Gallagher,High,5,4,4.457534246575342,1.0,8.0,0.5568104038329911,0.125,0.2,1.0,0.4,0.3988620807665982,Low Risk,0,0.03
228,Network Device,2018-07-03,2021-07-02,4461,HR,Active,"Smith, Heath and Brown",Jeremy Martinez,Low,5,3,7.63013698630137,1.0,1.0,0.9531143052703627,0.125,0.025,1.0,0.3,0.42812286105407255,Medium Risk,0,0.02
